id,titulo,preco,link,avaliacao,num_avaliacoes
23,"Kit Toner Compativel P/ Uso Em Hp M479 M454 414a 4 Cores (a)Por Tec PrintAvaliação 4,4 de 5. (17 avaliações)4.4(17)R$299,90em12xR$29,34Frete grátis",299.00,https://produto.mercadolivre.com.br/MLB-1979619021-kit-toner-compativel-p-uso-em-hp-m479-m454-414a-4-cores-a-_JM?searchVariation=175300856528&highlight=false&headerTopBrand=true#polycard_client=search-nordic&searchVariation=175300856528&position=24&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a,4.4,0
24,"HPKit Cartucho Tinta Hp 711 4 Cores Preto+azul+amarelo+magentaR$900em12xR$87,07Frete grátis",900.00,https://produto.mercadolivre.com.br/MLB-5414068094-kit-cartucho-tinta-hp-711-4-cores-pretoazulamarelomagenta-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=25&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a&wid=MLB5414068094&sid=search,N/A,0
25,"Kit Cartucho Compatível Hp T530 711xlR$129,90em4xR$32,48sem jurosFrete grátis",129.00,https://produto.mercadolivre.com.br/MLB-3613277823-kit-cartucho-compativel-hp-t530-711xl-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=26&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a&wid=MLB3613277823&sid=search,N/A,0
26,"Tinta Corante P/ Hp 8000 8100 7610 7110 Kit C/ 4 Cor 500mlAvaliação 4,3 de 5. (10 avaliações)4.3(10)R$40em12xR$3,93Frete grátis",40.00,https://produto.mercadolivre.com.br/MLB-2014163653-tinta-corante-p-hp-8000-8100-7610-7110-kit-c-4-cor-500ml-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=27&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a&wid=MLB2014163653&sid=search,4.3,0
27,"Kit Toner Compativel P/uso Hp 215a M182 M155 M183 04 CoresPor Tec PrintAvaliação 5 de 5. (2 avaliações)5.0(2)R$1.129em12xR$109,31Frete grátis",1129.00,https://produto.mercadolivre.com.br/MLB-2783185779-kit-toner-compativel-puso-hp-215a-m182-m155-m183-04-cores-_JM?searchVariation=176109818971&highlight=false&headerTopBrand=true#polycard_client=search-nordic&searchVariation=176109818971&backend_model=search-backend&position=28&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a,N/A,0
28,"Kit Cartucho Compatível Hp T125 711xlR$129,90em4xR$32,48sem jurosFrete grátis",129.00,https://produto.mercadolivre.com.br/MLB-3613328193-kit-cartucho-compativel-hp-t125-711xl-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=29&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a&wid=MLB3613328193&sid=search,N/A,0
29,"Kit Cartucho Compatível Hp T525 711xlR$129,90em4xR$32,48sem jurosFrete grátis",129.00,https://produto.mercadolivre.com.br/MLB-4488135412-kit-cartucho-compativel-hp-t525-711xl-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=30&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a&wid=MLB4488135412&sid=search,N/A,0
30,"Kit Toner Compativel P/uso Hp 215a M182 M155 M183 04 CoresPor Tec PrintAvaliação 4 de 5. (3 avaliações)4.0(3)R$1.169em12xR$97,42sem jurosFrete grátis",1169.00,https://produto.mercadolivre.com.br/MLB-3052833271-kit-toner-compativel-puso-hp-215a-m182-m155-m183-04-cores-_JM?searchVariation=176115868552&highlight=false&headerTopBrand=true#polycard_client=search-nordic&searchVariation=176115868552&backend_model=search-backend&position=31&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a,N/A,0
31,"1 L Tinta Compativel Hp Canon Mega Smart Tank P/ EmpresasR$44,99R$39,5912% OFFem2xR$19,80sem jurosFrete grátisDisponível em 5 cores",44.00,https://produto.mercadolivre.com.br/MLB-4958847776-1-l-tinta-compativel-hp-canon-mega-smart-tank-p-empresas-_JM?searchVariation=181227238106&highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=181227238106&position=32&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a,N/A,0
32,"Kit Cartucho Compatível Hp T120 711xlAvaliação 5 de 5. (1 avaliações)5.0(1)R$129,90em4xR$32,48sem jurosFrete grátis",129.00,https://produto.mercadolivre.com.br/MLB-4488206166-kit-cartucho-compativel-hp-t120-711xl-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=33&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a&wid=MLB4488206166&sid=search,N/A,0
33,"Kit Cartucho Compatível Hp T100 711xlR$129,90em4xR$32,48sem jurosFrete grátis",129.00,https://produto.mercadolivre.com.br/MLB-4488185356-kit-cartucho-compativel-hp-t100-711xl-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=34&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a&wid=MLB4488185356&sid=search,N/A,0
34,"Toner P/ Hp Cp1215 1515 Compatível Kit 4 Cores C/ PromoçãoR$399R$344,4613% OFFem12xR$33,70Frete grátis",399.00,https://produto.mercadolivre.com.br/MLB-2687883671-toner-p-hp-cp1215-1515-compativel-kit-4-cores-c-promoco-_JM?searchVariation=178179626805&highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=178179626805&position=35&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a,N/A,0
35,"Kit Cartucho Compatível Hp T130 711xlR$129,90em4xR$32,48sem jurosFrete grátis",129.00,https://produto.mercadolivre.com.br/MLB-4488193724-kit-cartucho-compativel-hp-t130-711xl-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=36&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a&wid=MLB4488193724&sid=search,N/A,0
36,"Kit Cartucho Compatível Hp 711xlR$129,80em4xR$32,45sem jurosFrete grátis",129.00,https://produto.mercadolivre.com.br/MLB-3613328745-kit-cartucho-compativel-hp-711xl-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=37&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a&wid=MLB3613328745&sid=search,N/A,0
37,"HPCartucho Hp 711  Kit C/04 Cor Cz130ab  Cz133ab 80 MlR$1.079em12xR$104,38Frete grátis",1079.00,https://www.mercadolivre.com.br/cartucho-hp-711--kit-c04-cor-cz130ab--cz133ab-80-ml/up/MLBU2327967136?highlight=false&headerTopBrand=false#polycard_client=search-nordic&searchVariation=MLBU2327967136&wid=MLB3709173516&position=4&search_layout=grid&type=product&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a&sid=search,N/A,0
38,"HPKit Cartucho Plotter Hp 711 Original 4 Cores Preto 80mlR$1.444R$1.29910% OFFem12xR$125,73Frete grátis",1444.00,https://produto.mercadolivre.com.br/MLB-4052582721-kit-cartucho-plotter-hp-711-original-4-cores-preto-80ml-_JM?highlight=false&headerTopBrand=false#polycard_client=search-nordic&position=38&search_layout=grid&type=item&tracking_id=242d22b2-c1bf-4e0c-afda-d50ac063e64a&wid=MLB4052582721&sid=search,N/A,0
